,,,,,,,,,,,,,,,,,,,,,
  รหัสวิชา,,,ชื่อวิชา,หน่วยกิต,,,,ตอน,"จำนวน นศ.
",,วัน,เวลาเรียน,สถานที่,อาจารย์ผู้สอน,กลุ่มนักศึกษา,สอบกลางภาค,,สอบปลายภาค,,,
,,,,รวม,ท.,ป.,ศ.,,เปิด,ลง,,,,,,วัน,เวลา,วัน,เวลา,,
060323104,,,Construction Drawing,3,2,2,5,1,35,14,"TU
TU","08:00-10:00
10:00-12:00","1-B2-07
1-B2-07","ผศ.สุบรรณ ตาคำวัน
ผศ.สุบรรณ ตาคำวัน","CA-1R-DE-RA
CA-1R-DE-RB",,,,,,
060323110,,,Fundamental Building Information Modeling,3,2,2,5,1,40,18,"F
F","08:00-10:00
10:00-12:00","1-B4-17
1-B4-17","อ.การุณย์ อินทวาส
อ.การุณย์ อินทวาส","CA-1R-DE-RA
CDM-1R-DE-RA
CDM-1R-DE-RB",,,,,,
060323206,,,Structural Analysis and Application,3,3,0,6,1,40,7,W,09:00-12:00,1-B3-16,อ.ดร.สุมิตรา ไชยญาติ,"CDM-1R-DE-RA
CA-2R-DE-RB
CA-2R-DE-RA
CA-3R-DE-R
CDM-3R-DE-R",,,,,,
,,,,,,,,2,40,21,TH,09:00-12:00,1-B3-16,อ.ดร.สุมิตรา ไชยญาติ,CA-4 ขึ้นไปR-R,,,,,,
060323207,,,Construction Project Management,3,3,0,6,1,1,0,M,09:00-12:00,1-B2-23,ผศ.ยุทธนา เกาะกิ่ง,CA--,,,,,,
060323211,,,Building Sanitation,3,3,0,6,1,40,11,TU,13:00-16:00,1-B3-16,ผศ.ดร.ชลิตา สุวรรณ,"CA-2R-DE-RB
CDM-2R-DE-RB
CA-2R-DE-RA
CDM-2R-DE-RA",,,,,,
060323212,,,Contracts and Procurement in Construction Work,3,3,0,6,1,40,11,TU,09:00-12:00,1-B3-10,ผศ.พิเชษฐ์ สุขเสกสรรค์,"CA-2R-DE-RB
CA-2R-DE-RA
CDM-2R-DE-RB
CDM-2R-DE-RA",,,,,,
060323213,,,Computer for Project Management I,3,2,2,5,1,40,14,"M
M","13:00-15:00
15:00-17:00","1-B4-17
1-B4-17","ผศ.ยุทธนา เกาะกิ่ง
ผศ.ยุทธนา เกาะกิ่ง","CDM-1R-DE-RA
CDM-1R-DE-RB
CA-2R-DE-RB
CA-2R-DE-RA",,,,,,
060323402,,,Special Project II,3,0,6,3,1,35,12,W,13:00-16:00,1-B3-18,ผศ.ดร.ชลิตา สุวรรณ,"CDM-2R-DE-RA
CDM-2R-DE-RB
CA-4R-RA
CA-4R-RB",,,,,,
060323501,,,Surveying Technology for Construction,3,2,2,5,1,20,5,"TH
TH","13:00-15:00
15:00-17:00","1-B3-18
1-B2-18","ผศ.สุบรรณ ตาคำวัน
ผศ.สุบรรณ ตาคำวัน","CDM-1R-DE-RA
CA-2R-DE-RA",,,,,,
060323503,,,Soil Mechanics and Testing,3,2,2,5,1,10,4,"TU
TU","13:00-15:00
15:00-17:00","1-B3-18
1-B3-18","อ.สุรัตน์ ศรีจันทร์
อ.สุรัตน์ ศรีจันทร์",CDM-1R-DE-RA,,,,,,
060323504,,,Foundation Engineering,3,3,0,6,1,35,5,F,13:00-16:00,1-B2-20,อ.สุรัตน์ ศรีจันทร์,"CDM-2R-DE-RA
CA-3R-DE-RA",,,,,,
060323506,,,Concrete Structure Design,3,3,0,6,1,35,2,TH,13:00-16:00,1-B2-20,อ.ดร.สุมิตรา ไชยญาติ,CA-3R-DE-RA,,,,,,
060323508,,,Computer for Project Management II,3,2,2,5,1,35,9,TH,09:00-12:00,1-B4-17,ผศ.ยุทธนา เกาะกิ่ง,"CDM-2R-DE-RA
CA-3R-DE-RA",,,,,,
060323509,,,Accounting for Construction Work,3,3,0,6,1,35,7,F,09:00-12:00,1-B2-20,ผศ.สุรพงษ์ ดาราม,"CA-2R-DE-RA
CDM-2R-DE-RA",,,,,,
060323510,,,Construction Quality Management,3,3,0,6,1,35,3,W,09:00-12:00,1-B3-10,ผศ.พิเชษฐ์ สุขเสกสรรค์,CA-3R-DE-RA,,,,,,
060323512,,,Technology for Construction,3,3,0,6,1,40,5,TU,13:00-16:00,1-B3-17,อ.ดร.ณัฏฐพล เสาวนะ,CA-3R-DE-RA,,,,,,
060323517,,,Field Work Management,3,3,0,6,1,35,6,TH,13:00-16:00,1-B2-22,ผศ.สุรพงษ์ ดาราม,"CA-4R-RB
CA-4 ขึ้นไปR-R
CDM-3 ขึ้นไปR-DE-R",,,,,,
060323523,,,Building Information Modeling for Building System Engineering,3,2,2,5,1,40,7,"M
M","08:00-10:00
10:00-12:00","1-B4-17
1-B4-17","อ.สุรัตน์ ศรีจันทร์
อ.สุรัตน์ ศรีจันทร์","CA-4R-RB
CA-4 ขึ้นไปR-R
CDM-3 ขึ้นไปR-DE-R",,,,,,
060323525,,,Construction Project Feasibility Study,3,3,0,6,1,35,1,M,13:00-16:00,1-B2-25,อ.ดร.ณัฏฐพล เสาวนะ,"CA-4R-RA
CA-4 ขึ้นไปR-R
CDM-3 ขึ้นไปR-DE-R",,,,,,
060323601,,,Computer-aided for Fundamental Architectural Design,3,2,2,5,1,40,6,"F
F","13:00-15:00
15:00-17:00","1-B4-17
1-B4-17","อ.การุณย์ อินทวาส
อ.การุณย์ อินทวาส","CDM-1R-DE-RB
CA-2R-DE-RB",,,,,,
060323602,,,Green Building Design and Assessment,3,3,0,6,1,35,6,M,13:00-16:00,1-B2-24,ผศ.ดร.ชลิตา สุวรรณ,"CDM-2R-DE-RB
CA-3R-DE-RB",,,,,,
060323607,,,Product Design for Construction,3,2,2,5,1,40,4,"TH
TH","08:00-10:00
10:00-12:00","1-B2-21
1-B2-21","อ.ดร.อรวิริยา นามสวัสดิ์
อ.ดร.อรวิริยา นามสวัสดิ์","CDM-1R-DE-RB
CA-3R-DE-RB",,,,,,
060323609,,,Site Planning and Landscape Architecture,3,3,0,6,1,35,6,M,09:00-12:00,1-B3-18,ผศ.ดร.สมลักษณ์ บุญณรงค์,"CDM-2R-DE-RB
CA-3R-DE-RB",,,,,,
060323618,,,Innovation in Material Design,3,2,2,5,1,20,16,"TU
TU","08:00-10:00
10:00-12:00","1-B3-18
1-B3-18","อ.ดร.อรวิริยา นามสวัสดิ์
อ.ดร.อรวิริยา นามสวัสดิ์","CA-4R-RA
CA-4R-RB
CA-3R-DE-RA
CA-3R-DE-RB",,,,,,
060323623,,,Architectural Theory,3,3,0,6,1,35,6,TH,13:00-16:00,1-B2-25,ผศ.ดร.สมลักษณ์ บุญณรงค์,"CDM-1R-DE-RB
CA-2R-DE-RB",,,,,,
060323626,,,Computer-aided Design for Public Building Interior Architecture,3,2,2,5,1,40,6,"TH
TH","13:00-15:00
15:00-17:00","1-B4-17
1-B4-17","อ.การุณย์ อินทวาส
อ.การุณย์ อินทวาส","CDM-2R-DE-RB
CA-3R-DE-RB",,,,,,
,,,,,,,,,,,,,,,,,,,,,
คณะเทคโนโลยีและการจัดการอุตสาหกรรม,,,,,,,,,,,,,ภาควิชาวิศวกรรมเกษตรเพื่ออุตสาหกรรม,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
  รหัสวิชา,,,ชื่อวิชา,หน่วยกิต,,,,ตอน,"จำนวน นศ.
",,วัน,เวลาเรียน,สถานที่,อาจารย์ผู้สอน,กลุ่มนักศึกษา,สอบกลางภาค,,สอบปลายภาค,,,
,,,,รวม,ท.,ป.,ศ.,,เปิด,ลง,,,,,,วัน,เวลา,วัน,เวลา,,
060433002,,,Agricultural Prime Movers Laboratory,3,0,6,3,1,40,1,TU,13:00-19:00,1-SHOP-AEI,รศ.ดร.ธัญญา ปรเมษฐานุวัฒน์,TA-6R-RA,,,,,,
060433005,,,Agricultural Machinery Laboratory I,3,0,6,3,1,10,1,"TU
F","08:00-12:00
08:00-10:00","1-SHOP-AEI
1-SHOP-AEI","ผศ.ดร.ดนุวัศ ทางดี
ผศ.ดร.ดนุวัศ ทางดี",TA-6R-RA,,,,,,
060434001,,,Mechanical and Manufacturing Technology Project I,3,0,6,3,1,50,21,S,09:00-15:00,1-SHOP-TA12,,"MMT-2R-RA
MMT-2R-RB",,,,,,
060434002,,,Mechanical and Manufacturing Technology Project II,3,0,6,3,1,40,9,S,13:00-19:00, ,ผศ.ดร.จิตติมณฑน์ วงศ์ษา,"MM-4R-RB
MM-4R-RA",,,,,,
060434003,,,Co-Operative Education,6,0,540,0,1,5,1,"M
TU
W
TH
F","08:00-17:00
08:00-17:00
08:00-17:00
08:00-17:00
08:00-17:00"," 
 
 
 
 ","รศ.ดร.ธัญญา ปรเมษฐานุวัฒน์
รศ.ดร.ธัญญา ปรเมษฐานุวัฒน์
รศ.ดร.ธัญญา ปรเมษฐานุวัฒน์
รศ.ดร.ธัญญา ปรเมษฐานุวัฒน์
รศ.ดร.ธัญญา ปรเมษฐานุวัฒน์",MMT-3R-RA,,,,,,
060434004,,,Mechanical and Manufacturing Technology Seminar,1,0,3,1,1,50,37,F,09:00-12:00,1-B2-03,รศ.ดร.สกุลตลา วรรณปะเข,"MMT-2R-RA
MMT-2R-RB",,,,,,
060434006,,,Engineering Material and Manufacturing Process,3,3,0,6,1,30,7,M,13:00-16:00,1-B2-21,รศ.ดร.ธัญญา ปรเมษฐานุวัฒน์,MM-1R-DE-RA,,,,,,
060434009,,,Industrial Electricity,1,1,0,2,1,40,3,TU,07:00-08:00,1-B4-18,รศ.ดร.นิพนธ์ ภูวเกียรติกำจร,MM-2R-RA,,,,,,
060434010,,,Industrial Electricity Labor,2,0,4,2,1,40,3,TU,08:00-12:00,1-B4-18,รศ.ดร.นิพนธ์ ภูวเกียรติกำจร,MM-2R-RA,,,,,,
060434013,,,Hydraulic and Pneumatic,1,1,0,2,1,40,1,TU,07:00-08:00,1-B2-18,รศ.ดร.ศุภโชค แสงสว่าง,MM-2R-RA,,,,,,
060434017,,,Mechanical Conveying Equipment,1,1,0,2,1,60,44,M,13:00-14:00,1-SHOP-AEI,ผศ.ดร.ดนุวัศ ทางดี,"MM-3R-RA
MMT-2R-RA
MMT-2R-RB",,,,,,
060434018,,,Mechanical Conveying Equipment Laborytory,2,0,4,2,1,60,44,M,14:00-18:00,1-SHOP-AEI,ผศ.ดร.ดนุวัศ ทางดี,"MM-3R-RA
MMT-2R-RA
MMT-2R-RB",,,,,,
060434020,,,Electrical and Measurement Engineering,1,1,0,2,1,90,65,TH,18:00-19:00,1-B4-20-B,รศ.ดร.นิพนธ์ ภูวเกียรติกำจร,"MM-1R-DE-RA
MMT-1R-DE-RA
MMT-1R-DE-RB",,,,,,
060434021,,,Electrical and Measurement Engineering Laboratory,2,0,4,2,1,90,65,F,13:00-17:00,1-B4-21,รศ.ดร.นิพนธ์ ภูวเกียรติกำจร,"MM-1R-DE-RA
MMT-1R-DE-RA
MMT-1R-DE-RB",,,,,,
060435003,,,Refrigeration and Cold Storage System,1,1,0,2,1,50,26,F,13:00-14:00,1-SHOP-TA11,ผศ.ดร.กฤษฎากร     บุดดาจันทร์,"MM-4R-RA
MMT-2R-RA",,,,,,
060435004,,,Refrigeration and Cold Storage System Laboratory,2,0,4,2,1,50,26,F,14:00-17:00,1-SHOP-TA11,ผศ.ดร.กฤษฎากร     บุดดาจันทร์,"MM-4R-RA
MMT-2R-RA",,,,,,
060435005,,,Plant Design,1,1,0,2,1,60,38,TU,07:00-08:00,1-B2-25,อ.ดร.นฤมล สัมฤทธิ์,"MM-3R-RA
MMT-1R-DE-RA",,,,,,
060435006,,,Plant Design Laboratory,2,0,4,2,1,60,38,TU,08:00-12:00,1-B2-25,อ.ดร.นฤมล สัมฤทธิ์,"MM-3R-RA
MMT-1R-DE-RA",,,,,,
060435007,,,Industrial Machinery Maintenance,1,1,0,2,1,80,55,TU,17:00-18:00,1-B3-17,ผศ.มณฑล แสงประไพทิพย์,"MMT-1R-DE-RA
MMT-2R-RA",,,,,,
060435008,,,Industrial Machinary Maintenance Laboratory,2,0,4,2,1,80,53,TU,13:00-17:00,1-B4-20-B,ผศ.มณฑล แสงประไพทิพย์,"MMT-2R-RA
MMT-1R-DE-RA",,,,,,
060435009,,,"Fan, Pump and Distribution System",1,1,0,2,1,40,31,TH,07:00-08:00,1-SHOP-AEI,ผศ.ดร.ดนุวัศ ทางดี,"MM-3R-RA
MMT-2R-RA",,,,,,
060435010,,,"Fan, Pump and Distribution System Laboratory",2,0,4,2,1,40,31,TH,08:00-12:00,1-SHOP-AEI,ผศ.ดร.ดนุวัศ ทางดี,"MM-3R-RA
MMT-2R-RA",,,,,,
060435011,,,PLC and Microcontroller in Mechanical Technology,1,1,0,2,1,60,38,W,07:00-08:00,1-B2-01,รศ.ดร.ศุภโชค แสงสว่าง,"MM-3R-RA
MMT-1R-DE-RA",,,,,,
060435012,,,PLC and Microcontroller in Mechanical Technology Laboratory,2,0,4,2,1,60,38,W,08:00-12:00,1-B2-01,รศ.ดร.ศุภโชค แสงสว่าง,"MM-3R-RA
MMT-1R-DE-RA",,,,,,
060435015,,,Advanced Computer-Aided Design in Mechanial,1,1,0,2,1,40,34,M,07:00-08:00,1-AEI-COM,ผศ.ดร.จักรพันธ์ เงาทอง,"MM-3R-RA
MMT-2R-RA",,,,,,
060435016,,,Advanced Computer-Aided Design in Mechanial Laboratory,2,0,4,2,1,40,34,M,08:00-12:00,1-AEI-COM,ผศ.ดร.จักรพันธ์ เงาทอง,"MM-3R-RA
MMT-2R-RA",,,,,,
060435019,,,Industrial Piping System,1,1,0,2,1,40,21,W,18:00-19:00,1-B3-07,รศ.ดร.ธัญญา ปรเมษฐานุวัฒน์,MMT-2R-RA,,,,,,
060435020,,,Industrial Piping System Lab,2,0,4,2,1,40,21,TU,08:00-12:00,1-B3-07,รศ.ดร.ธัญญา ปรเมษฐานุวัฒน์,MMT-2R-RA,,,,,,
060435023,,,Energy Conservation and Environment,3,3,0,6,1,40,20,W,09:00-12:00,1-B2-09,รศ.ดร.นิพนธ์ ภูวเกียรติกำจร,"MMT-2R-RA
MM-4R-RA",,,,,,
060436001,,,Industrial Experimental Design,1,1,0,2,1,60,41,M,07:00-08:00,1-B4-13,ผศ.ดร.สวนิต อิชยาวณิชย์,"MMT-1R-DE-RB
MMT-2R-RB",,,,,,
060436002,,,Industrial Experimental Design Laboratory,2,0,4,2,1,60,40,M,08:00-12:00,1-B4-13,ผศ.ดร.สวนิต อิชยาวณิชย์,"MMT-1R-DE-RB
MMT-2R-RB",,,,,,
060436005,,,Quality Control and Management,1,1,0,2,1,40,13,TH,07:00-08:00,1-B3-17,อ.ดร.นฤมล สัมฤทธิ์,MMT-2R-RB,,,,,,
060436006,,,Quality Control and Management Laboratory,2,0,4,2,1,40,13,TH,08:00-12:00,1-B3-17,อ.ดร.นฤมล สัมฤทธิ์,MMT-2R-RB,,,,,,
060436009,,,Microcontroller,1,1,0,2,1,50,41,TU,13:00-14:00,1-B2-01,รศ.ดร.ศุภโชค แสงสว่าง,"MMT-1R-DE-RB
MMT-2R-RB",,,,,,
060436010,,,Microcontroller Laboratory,2,0,4,2,1,50,42,TU,14:00-18:00,1-B2-01,รศ.ดร.ศุภโชค แสงสว่าง,"MMT-1R-DE-RB
MMT-2R-RB",,,,,,
060436011,,,Industrial Robot,1,1,0,2,1,40,13,W,07:00-08:00, ,ผศ.มณฑล แสงประไพทิพย์,MMT-2R-RB,,,,,,
060436012,,,Industrial Robot Laboratory,2,0,4,2,1,40,13,TU,08:00-12:00,1-AEI-COM,ผศ.มณฑล แสงประไพทิพย์,MMT-2R-RB,,,,,,
060436019,,,Industrial Management for Engineers,3,3,0,6,1,40,31,TH,13:00-16:00,1-B3-19,ผศ.ดร.กฤษฎากร     บุดดาจันทร์,MMT-1R-DE-RB,,,,,,
060436022,,,Quality System Management for Industry,1,1,0,2,1,40,13,"F
 ","17:00-18:00
 ","1-B3-19
 ","อ.ดร.ศิญาภัสร์ จิรอนันตกาญจน์
รศ.ดร.นิพนธ์ ภูวเกียรติกำจร",MMT-2R-RB,,,,,,
060436023,,,Quality System Management for Industry Laboratory,2,0,4,2,1,40,13,"W
 ","13:00-17:00
 ","1-B3-19
 ","อ.ดร.ศิญาภัสร์ จิรอนันตกาญจน์
รศ.ดร.นิพนธ์ ภูวเกียรติกำจร",MMT-2R-RB,,,,,,
060443202,,,Engineering Materials,3,3,0,6,1,40,7,W,09:00-12:00,1-B3-17,อ.ดร.นฤมล สัมฤทธิ์,AFE-1R-RA,,,,,,
060443203,,,Engineering Mechanics,3,3,0,6,1,40,7,M,17:00-20:00,1-B3-08,รศ.ดร.สกุลตลา วรรณปะเข,"MM-1R-DE-RA
AFE-1R-RA
AFET-1R-RA",,,,,,
060443204,,,Computer Programming,3,2,2,5,1,20,14,"TH
TH","13:00-15:00
15:00-17:00","1-B4-11
1-B4-11","ผศ.ดร.จิตติมณฑน์ วงศ์ษา
ผศ.ดร.จิตติมณฑน์ วงศ์ษา","AFE-1R-RA
AFET-1R-RA",,,,,,
060443205,,,Fluid Mechanics,3,3,0,6,1,2,1,M,13:00-16:00,1-B3-01,ผศ.ดร.ชูชีพ เขียวอุบล,"AFE-R-R
AFE--R",,,,,,
060443206,,,Thermodynamics,3,3,0,6,1,20,3,TH,17:00-20:00, ,รศ.ดร.ธัญญา ปรเมษฐานุวัฒน์,AFE-2R-RB,,,,,,
060443209,,,Strength of Materials,3,3,0,6,1,90,62,W,13:00-16:00,1-POUNGKAM1,ผศ.ดร.ชูชีพ เขียวอุบล,"MM-2R-RA
MMT-1R-DE-RA
MMT-1R-DE-RB
AFE-2R-RA
AFE-2R-RB",,,,,,
060443210,,,Occupational Health and Safety,3,3,0,6,1,40,7,W,09:00-12:00,1-B3-19,ผศ.ดร.ศิระษา ทางดี,"AFE-3R-RB
AFET-2R-RA
AFET-2R-RB",,,,,,
060443301,,,Computer-aided Engineering Drawing,3,2,2,5,1,40,29,"M
M","13:00-15:00
15:00-17:00","1-AEI-COM
1-AEI-COM","ผศ.ดร.จักรพันธ์ เงาทอง
ผศ.ดร.จักรพันธ์ เงาทอง",MMT-1R-DE-RA,,,,,,
,,,,,,,,2,40,28,"TH
TH","08:00-10:00
10:00-12:00","1-AEI-COM
1-AEI-COM","ผศ.ดร.จักรพันธ์ เงาทอง
ผศ.ดร.จักรพันธ์ เงาทอง",MMT-1R-DE-RB,,,,,,
,,,,,,,,3,40,21,"W
W","13:00-15:00
15:00-17:00","1-AEI-COM
1-AEI-COM","ผศ.ดร.จักรพันธ์ เงาทอง
ผศ.ดร.จักรพันธ์ เงาทอง","MM-1R-DE-RA
AFE-1R-RA
AFET-1R-RA",,,,,,
060443302,,,Automatic Control,3,2,2,5,1,40,7,"W
W","16:00-18:00
18:00-20:00","1-B2-08
1-B2-08","รศ.ดร.ศุภโชค แสงสว่าง
รศ.ดร.ศุภโชค แสงสว่าง","AFE-2R-RA
AFE-2R-RB
AFET-2R-RA
AFET-2R-RB",,,,,,
060443305,,,Mechanics of Machinery,3,3,0,6,1,40,20,F,09:00-12:00,1-B3-17,ผศ.ดร.ชูชีพ เขียวอุบล,"MM-3R-RA
AFET-2R-RA
AFE-3R-RB
AFET-2R-RB",,,,,,
060443306,,,Refrigeration and Cold Storage System,3,3,0,6,1,40,3,F,13:00-16:00,1-SHOP-TA11,ผศ.ดร.ศิระษา ทางดี,"AFE-3R-RB
AFET-3R-RB",,,,,,
060443402,,,Agricultural Power and Transmission,3,2,2,5,1,40,3,"TU
TU","13:00-15:00
15:00-17:00","1-SHOP-AEI
1-SHOP-AEI","ผศ.ดร.ศิระษา ทางดี
ผศ.ดร.ศิระษา ทางดี",AFET-2R-RA,,,,,,
060443406,,,Agricultural Product Handling and Transportation,3,2,2,5,1,40,3,"M
M","13:00-15:00
15:00-17:00","1-SHOP-AEI
1-SHOP-AEI","ผศ.ดร.ศิระษา ทางดี
ผศ.ดร.ศิระษา ทางดี",AFET-2R-RA,,,,,,
060443414,,,Physical Properties of Agricultural Products,3,2,2,5,1,40,1,"TU
TU","08:00-10:00
10:00-12:00","1-SHOP-AEI
1-SHOP-AEI","ผศ.ดร.ศิระษา ทางดี
ผศ.ดร.ศิระษา ทางดี",AFE-2R-RA,,,,,,
060443418,,,Agricultural Building Design Engineering,3,3,0,6,1,40,4,M,09:00-12:00,1-B3-11,ผศ.ดร.ดนุวัศ ทางดี,"AFET-2R-RA
AFE-2R-RA",,,,,,
060443509,,,Food Process Engineering,3,2,2,5,1,40,3,"W
W","08:00-10:00
10:00-12:00","1-SHOP-AEI
1-SHOP-AEI","ผศ.ดร.สวนิต อิชยาวณิชย์
ผศ.ดร.สวนิต อิชยาวณิชย์",AFE-2R-RB,,,,,,
060443511,,,Food Plant Design and Food Manufacturing Process Modeling,3,3,0,6,1,40,7,"TU
 ","17:00-20:00
 ","1-B3-08
 ","อ.ดร.ศิญาภัสร์ จิรอนันตกาญจน์
ผศ.ดร.จิตติมณฑน์ วงศ์ษา","AFE-3R-RB
AFET-3R-RB",,,,,,
060443516,,,Hygienic Design of Food Machinery and Process Sysytem,3,3,0,6,1,40,4,TH,09:00-12:00,1-B3-08,ผศ.ดร.จิตติมณฑน์ วงศ์ษา,"AFE-3R-RB
AFET-2R-RB",,,,,,
060443518,,,Food Machinery Maintenance Engineering,3,3,0,6,1,10,5,TU,13:00-16:00,1-B3-08,ผศ.ดร.จิตติมณฑน์ วงศ์ษา,"AFE-2R-RB
AFET-2R-RB",,,,,,
060443520,,,Quality Control and Quality Assurance in Food Industry,3,3,0,6,1,40,8,W,13:00-16:00,1-B3-11,ผศ.ดร.สวนิต อิชยาวณิชย์,"AFE-3R-RB
AFET-3R-RB
AFET-2R-RB",,,,,,
060443524,,,Food Standards and Regulations,3,3,0,6,1,40,7,"M
 ","13:00-16:00
 ","1-B3-11
 ","ผศ.ดร.สวนิต อิชยาวณิชย์
ผศ.ดร.จิตติมณฑน์ วงศ์ษา","AFET-3R-RB
AFE-4R-RB",,,,,,
060443603,,,Agricultural and Food Engineering Project II,3,0,6,3,1,10,4,S,09:00-15:00,1-SHOP-TA21,,"AFE-4R-RB
AFET-3R-RB",,,,,,
060454101,,,Statistics for Engineering,3,3,0,6,1,10,3,"S
 ","13:00-16:00
 ","1-SPARK 1
 ","ผศ.ดร.ศิระษา ทางดี
ผศ.ดร.สวนิต อิชยาวณิชย์",MEM-1E-TA,,,,,,
060454103,,,Organizational Management and Risk Management,3,3,0,6,1,10,4,"S
 ","13:00-16:00
 ","1-ALL SPARK
 ","ผศ.ดร.กฤษฎากร     บุดดาจันทร์
อ.ดร.ศิญาภัสร์ จิรอนันตกาญจน์",MEM-1W-SA,,,,,,
060454104,,,Project Management Strategy,3,3,0,6,1,10,4,"S
 ","17:00-20:00
 ","1-ALL SPARK
 ","รศ.ดร.ธัญญา ปรเมษฐานุวัฒน์
อ.ดร.ศิญาภัสร์ จิรอนันตกาญจน์",MEM-1W-SA,,,,,,
060454200,,,Thesis,12,0,0,0,1,10,1,SU,09:00-17:00,1-SHOP-TA22,,MEM-2E-TA,,,,,,
060454201,,,Master Project,6,0,0,0,1,10,4,SU,09:00-15:00,1-SHOP-AEI,,MEM-2W-SA,,,,,,
060454316,,,Energy Management,3,3,0,6,1,10,4,S,13:00-16:00,1-SPARK 4,ผศ.ดร.ธณัฏฐ์ยศ สมใจ,MEM-2W-SA,,,,,,
060454319,,,Supply Chain Strategy,3,3,0,6,1,10,7,S,09:00-12:00,1-ALL SPARK,อ.ดร.กาญจนา กาญจนสุนทร,"MEM-1E-TA
MEM-1W-SA",,,,,,
060454326,,,Systematic Thinking Development for Administrator,3,3,0,6,1,10,3,S,17:00-20:00, ,รศ.ดร.สกุลตลา วรรณปะเข,MEM-1E-TA,,,,,,
060454327,,,Analysis of Modern Production Systems,3,3,0,6,1,10,4,"S
 ","09:00-12:00
 ","1-ALL SPARK
 ","ผศ.ดร.กฤษฎากร     บุดดาจันทร์
ผศ.ดร.จิตติมณฑน์ วงศ์ษา",MEM-2W-SA,,,,,,
